sample_barcode,patient_barcode,missing_count,missing_rate
TCGA-RD-A7BW-01,TCGA-RD-A7BW,90430,0.18623204970581392
TCGA-R5-A804-01,TCGA-R5-A804,89611,0.18454539650765997
TCGA-BR-A4CS-01,TCGA-BR-A4CS,89535,0.18438888168096923
TCGA-CD-8531-01,TCGA-CD-8531,90269,0.1859004854019033
TCGA-CD-A487-01,TCGA-CD-A487,89558,0.18443624801009934
TCGA-BR-8371-01,TCGA-BR-8371,89697,0.1847225053904942
TCGA-BR-8059-01,TCGA-BR-8059,89760,0.18485224794419836
TCGA-D7-A6ET-01,TCGA-D7-A6ET,90199,0.1857563270088987
TCGA-FP-8099-01,TCGA-FP-8099,89748,0.18482753507682612
TCGA-D7-8579-01,TCGA-D7-8579,90017,0.1853815151870867
TCGA-BR-8297-01,TCGA-BR-8297,89667,0.18466072322206364
TCGA-D7-8576-01,TCGA-D7-8576,89964,0.18527236668952607
TCGA-VQ-A8DT-01,TCGA-VQ-A8DT,89739,0.18480900042629697
TCGA-FP-A8CX-01,TCGA-FP-A8CX,89545,0.18440947573711275
TCGA-HU-A4GH-01,TCGA-HU-A4GH,89549,0.18441771335957016
TCGA-CD-8526-01,TCGA-CD-8526,90236,0.1858325250166297
TCGA-HU-A4G6-01,TCGA-HU-A4G6,89559,0.18443830741571368
TCGA-D7-8578-01,TCGA-D7-8578,89796,0.184926386546315
TCGA-HU-A4G3-01,TCGA-HU-A4G3,89551,0.18442183217079886
TCGA-D7-A74A-01,TCGA-D7-A74A,92203,0.18988337586005927
TCGA-RD-A7C1-01,TCGA-RD-A7C1,90223,0.18580575274364314
TCGA-F1-A448-01,TCGA-F1-A448,89537,0.18439300049219795
TCGA-D7-8575-01,TCGA-D7-8575,89850,0.18503759444949
